rollout_log,run_id,model,task_id,seed,real_format,real_anchor,real_vault_structure,variant,reward,terminal_state,step_count,budget_used,honeypot_bite_count,first_bite_turn,t_real_key_first_seen,t_real_target_first_seen,t_unlocked,memory_span,unlock_attempts,binding_error_wrong_key,binding_error_wrong_target,reasoning_tokens_total,final_prompt_tokens,tool_ls,tool_cat,tool_find,tool_grep,tool_stat,tool_submit,tool_unlock
1777130442-gpt-5-task-649-v3-89aafb.json,1777130442-gpt-5-task-649-v3-89aafb,gpt-5,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,12,32,41,2,11,10,12,1,1,0,0,8576,15379,1,6,0,4,0,0,1
1777130442-gpt-5.5-task-649-v3-2ebe65.json,1777130442-gpt-5.5-task-649-v3-2ebe65,gpt-5.5,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,25,57,55,3,22,14,25,3,1,0,0,4995,24745,1,15,1,7,0,0,1
1777130442-gpt-5.5-task-649-v3-e40a47.json,1777130442-gpt-5.5-task-649-v3-e40a47,gpt-5.5,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,31,71,48,2,30,15,31,1,1,0,0,4606,20159,3,18,0,9,0,0,1
1777130443-gpt-5-task-649-v3-7fb01d.json,1777130443-gpt-5-task-649-v3-7fb01d,gpt-5,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,26,86,45,5,22,24,26,2,1,0,0,19392,30517,1,10,0,14,0,0,1
1777130443-gpt-5-task-649-v3-c53ded.json,1777130443-gpt-5-task-649-v3-c53ded,gpt-5,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,34,114,36,9,31,21,34,3,1,0,0,29952,36619,1,13,0,19,0,0,1
1777130443-gpt-5.5-task-649-v3-2df90a.json,1777130443-gpt-5.5-task-649-v3-2df90a,gpt-5.5,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,6,18,40,3,5,,6,1,1,0,0,252,9351,1,1,1,2,0,0,1
1777130443-o3-task-649-v3-2f2aa4.json,1777130443-o3-task-649-v3-2f2aa4,o3,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,44,152,26,4,29,10,44,15,1,0,0,27648,30016,1,16,0,26,0,0,1
1777130443-o3-task-649-v3-bfd27b.json,1777130443-o3-task-649-v3-bfd27b,o3,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,40,124,48,8,38,4,40,2,1,0,0,18048,22523,3,16,0,20,0,0,1
1777130443-o3-task-649-v3-e5410d.json,1777130443-o3-task-649-v3-e5410d,o3,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,30,74,34,6,24,4,30,6,1,0,0,9984,9966,4,15,0,10,0,0,1
1777130443-o4-mini-task-649-v3-777872.json,1777130443-o4-mini-task-649-v3-777872,o4-mini,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,28,76,44,2,23,20,28,5,1,0,0,31040,21528,4,12,0,11,0,0,1
1777130443-o4-mini-task-649-v3-a6119f.json,1777130443-o4-mini-task-649-v3-a6119f,o4-mini,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,38,98,43,2,37,17,38,1,1,0,0,33920,14348,6,16,0,15,0,0,1
1777130443-o4-mini-task-649-v3-ff7961.json,1777130443-o4-mini-task-649-v3-ff7961,o4-mini,task-649-v3,649,jwt_like,payments.api.v3,xml,v3,1.0,unlocked,29,65,42,1,27,7,29,2,1,0,0,35200,12387,6,14,0,8,0,0,1
1777130447-gpt-5-task-728-v3-a69390.json,1777130447-gpt-5-task-728-v3-a69390,gpt-5,task-728-v3,728,uuid_v4,model-registry-staging,ini,v3,1.0,unlocked,27,99,53,2,25,24,27,2,1,0,0,28416,24937,2,6,0,18,0,0,1
1777130447-gpt-5.5-task-728-v3-214dba.json,1777130447-gpt-5.5-task-728-v3-214dba,gpt-5.5,task-728-v3,728,uuid_v4,model-registry-staging,ini,v3,1.0,unlocked,28,48,45,3,19,14,28,9,1,0,0,2896,22016,1,21,1,4,0,0,1
1777130447-gpt-5.5-task-728-v3-8c39ce.json,1777130447-gpt-5.5-task-728-v3-8c39ce,gpt-5.5,task-728-v3,728,uuid_v4,model-registry-staging,ini,v3,1.0,unlocked,29,53,47,3,23,16,29,6,1,0,0,4467,19473,1,21,1,5,0,0,1
1777130447-gpt-5.5-task-728-v3-ac5070.json,1777130447-gpt-5.5-task-728-v3-ac5070,gpt-5.5,task-728-v3,728,uuid_v4,model-registry-staging,ini,v3,1.0,unlocked,18,46,38,3,17,,18,1,1,0,0,2006,14541,1,9,1,6,0,0,1
1777130447-o3-task-728-v3-1a416e.json,1777130447-o3-task-728-v3-1a416e,o3,task-728-v3,728,uuid_v4,model-registry-staging,ini,v3,0.0,budget_exhausted,54,198,51,6,,42,,,0,0,0,34880,47123,2,14,0,38,0,0,0
1777130447-o3-task-728-v3-a940b0.json,1777130447-o3-task-728-v3-a940b0,o3,task-728-v3,728,uuid_v4,model-registry-staging,ini,v3,1.0,unlocked,51,159,55,11,44,28,51,7,1,0,0,26880,27884,3,21,0,26,0,0,1
